label,message,year
normal,"St andre, virgil's cream",2018
fraud,Adult 18 Content Your video will be with you shortly,2019
normal,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,2018
normal,"Could you not read me, my Love ? I answered you",2019
normal,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,2017
normal,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,2016
normal,"Yeah, we can probably swing by once my roommate finishes up with his girl",2016
normal,Thanx a lot 4 ur help!,2016
normal,Hey are we going for the lo lesson or gym? ,2017
normal,"Now, that sounds music to my ears.",2018
normal,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,2019
normal,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",2016
normal,how are you? I miss you!,2020
normal,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,2016
normal,Hey mr whats the name of that bill brison book the one about language and words ,2016
normal,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",2019
normal,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,2017
normal,Remember to ask alex about his pizza,2020
normal,Is ur paper in e morn or aft tmr?,2019
normal,"Almost done, I just need to buy some clothes for my parents. I have got my own two days ago. What about you?",2017
normal,Okie,2016
normal,"Hmph. Go head, big baller.",2020
normal,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",2018
normal,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",2019
normal,OK good:)study well.,2016
normal,Sday only joined.so training we started today:),2019
fraud,"hello sir, i am from sbi bank, sir i have call you for your bank account verification do you want verify your account. sir then tell me your aadhar card number and pan card and your debit/credit card number.",2020
normal,He like not v shock leh. becouse telling shuhui is like telling leona also. Like date almost all know liao. He got ask me about your reaction lor.,2018
normal,What does the dance river do?,2020
normal,And by when you're done I mean now,2020
normal,Ooooooh I forgot to tell u I can get on yoville on my phone,2020
normal,I'm vivek:)i got call from your number.,2018
normal,I'm done oredi...,2020
fraud,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",2020
normal,Why you Did not come with us.,2016
normal,Ok then i will come to ur home after half an hour,2017
normal,I fetch yun or u fetch?,2018
normal,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),2016
normal,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,2017
normal,Was actually sleeping and still might when you call back. So a text is great. You rock sister. Will send you a text when i wake.,2020
normal,"Yes, it is under warranty. Can it be fixed without extra cost?",2020
normal,Sharp 9?,2017
normal,Please tell me you have some of that special stock you were talking about,2016
normal,"Sorry, I'll call later",2018
normal,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",2019
normal,"I see. Well, I’d be delighted to have you over and join the gathering.",2020
normal,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",2017
normal,"Found it, ENC  &lt;#&gt; , where you at?",2016
normal,No..but heard about..,2017
normal,Lmao. Take a pic and send it to me.,2016
normal,i am going to bed now prin,2017
normal,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,2016
normal,"Yeah probably, I still gotta check out with leo",2016
normal,"&lt;#&gt; , that's all? Guess that's easy enough",2020
normal,Wa... U so efficient... Gee... Thanx...,2017
normal,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",2017
normal,Do u noe wat time e place dat sells 4d closes?,2018
normal,Shant disturb u anymore... Jia you...,2019
normal,Today my system sh get ready.all is well and i am also in the deep well,2018
normal,Cool. So how come you haven't been wined and dined before?,2016
normal,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",2017
normal,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,2018
normal,No. Did you multimedia message them or e-mail?,2019
normal,Did you show him and wot did he say or could u not c him 4 dust?,2017
normal,No screaming means shouting..,2018
normal,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,2020
normal,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,2017
normal,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,2016
fraud,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,2018
normal,"It’s really terrifying, especially in winters. I recently ordered a pollution mask to decrease the effect of pollution, but we cannot wear it all the time. But what we need to do at home?",2017
normal,Hows the street where the end of library walk is?,2020
normal,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",2016
normal,Sure this is my bill and I will just complete the rest of my work and I will come after an hour to collect my handset.,2018
fraud,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,2019
normal,Whom you waited for yesterday,2017
normal,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",2016
normal,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,2018
normal,No da. . Vijay going to talk in jaya tv,2019
normal,"Whatever, juliana. Do whatever you want.",2017
normal,Yes. I think it’ll be very helpful not only for English but also for other subjects.,2019
normal,Send me your resume:-),2018
normal,Where are you ? You said you would be here when I woke ... :-(,2019
normal,Thought praps you meant another one. Goodo! I'll look tomorrow ,2020
normal,Are you this much buzy,2017
normal,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",2017
normal,Sian... Aft meeting supervisor got work 2 do liao... U working now?,2016
normal,Thanks honey. Have a great day.,2020
normal,Love you aathi..love u lot..,2018
fraud,"You have won ?1,000 cash or a ?2,000 prize! To claim, call 09050000327.",2018
fraud,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,2019
normal,LOL that would be awesome payback.,2020
normal,Tell them no need to investigate about me anywhere.,2017
normal,I'm very happy for you babe ! Woo hoo party on dude!,2017
normal,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,2018
normal,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,2016
normal,Hello! Good week? Fancy a drink or something later?,2016
normal,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",2020
normal,Fuck cedar key and fuck her (come over anyway tho),2020
normal,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",2019
fraud,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,2019
normal,Yeah whatever lol,2017
normal,Hope you are having a good week. Just checking in,2018
normal,"You’re pulling my leg! They’re just friends, Lucy.",2019
normal,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",2019
normal,Ok how you dear. Did you call chechi,2019
normal,Where is it. Is there any opening for mca.,2017
normal,Raviyog Peripherals bhayandar east,2018
normal,I.ll hand her my phone to chat wit u,2017
normal,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",2020
normal,Ok lor.,2018
normal,Just sleeping..and surfing,2018
normal,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",2017
normal,K... Must book a not huh? so going for yoga basic on sunday?,2016
fraud,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,2020
normal,At what time are you coming.,2019
normal,Anytime lor...,2019
normal,"Customer place, i wil cal u sir.",2020
normal,Good morning dear have a nice day,2019
normal,"Tee hee. Off to lecture, cheery bye bye.",2016
normal,My exam is for february 4. Wish you a great day.,2017
normal,Dear :-/ why you mood off. I cant drive so i brother to drive,2016
fraud,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,2018
normal,That was random saw my old roomate on campus. He graduated,2017
normal,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,2017
fraud,you are awarded a City Break and could WIN a £200 Summer Shopping spree every WeeK. Text STORE to 88039.,2020
normal,"Yes, what is your name? ",2020
fraud,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,2018
normal,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",2020
normal,"Get the door, I'm here",2018
normal,That must need a decent amount of investment?,2019
fraud,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",2020
normal,Yo im right by yo work,2018
normal,Sure Ankita. I will certainly follow it. You are doing a great job by letting people know about different parts of the world.,2017
normal,"Awesome, lemme know whenever you're around.",2020
normal,Here is the ticket.267. Thanks. And could you please ask this man to stop smoking. The smoke is disturbing us. You follow your company's order of new fares from the very first day but when will you follow your company's 'No Smoking' policy.,2018
normal,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,2017
normal,Reason is if the team budget is available at last they buy the unsold players for at base rate..,2019
fraud,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,2020
normal,I will book the flight tickets and hotel,2018
normal,Ok lor...,2020
normal,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,2017
normal,"Hey elaine, is today's meeting still on?",2016
normal,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",2016
normal,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,2020
normal,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,2020
normal,Nope i'll come online now..,2020
normal,"Damn, can you make it tonight or do you want to just wait til tomorrow",2017
normal,"Sure, whenever you show the fuck up &gt;:(",2018
normal,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,2017
normal,Hi my email address has changed now it is ,2020
normal,Sure! I am driving but will reach my destination soon.,2019
normal,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",2019
normal,"He will, you guys close?",2017
normal,Here are some models on the display. These are the latest designs and new arrivals.,2020
normal,Good words.... But words may leave you in dismay many times.,2017
normal,Wah... Okie okie... Muz make use of e unlimited... Haha... ,2019
normal,Don’t worry. These have originally come from Japan.,2016
normal,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",2018
normal,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,2017
normal,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",2017
normal,Going to join tomorrow.,2017
normal,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,2019
normal,Dont worry. I guess he's busy.,2018
normal,Great escape. I fancy the bridge but needs her lager. See you tomarrow.,2020
normal,Oh yah... We never cancel leh... Haha ,2019
fraud,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",2019
normal,"Yo, you at jp and hungry like a mofo?",2018
normal,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",2019
fraud,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,2018
normal,Shuhui has bought ron's present it's a swatch watch...,2019
normal,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,2018
normal,I keep ten rs in my shelf:) buy two egg.,2018
normal,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,2020
fraud,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",2018
fraud,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,2018
normal,I wish u were here. I feel so alone,2016
normal,Ard 4 lor...,2020
normal,"Princess, is your kitty shaved or natural?",2018
normal,Well she's in for a big surprise!,2020
normal,And popping &lt;#&gt; ibuprofens was no help.,2019
normal,You are right. Most of them have no idea about the responsibilities for college and for society.,2016
normal,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month.,2018
normal,Wewa is 130. Iriver 255. All 128 mb.,2017
normal,We are both fine. Thanks,2016
normal,There generally isn't one. It's an uncountable noun - you in the dictionary. pieces of research?,2018
normal,Call me when u're done...,2018
fraud,URGENT! We are trying to contact you. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,2020
normal,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,2016
normal,No chikku nt yet.. Ya i'm free,2018
fraud,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",2018
normal,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",2016
normal,My birthday is on feb  &lt;#&gt;  da. .,2020
normal,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come upes!",2018
normal,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,2016
normal,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",2018
normal,When i have stuff to sell i will tell you.,2018
fraud,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",2018
normal,Thts god's gift for birds as humans hav some natural gift frm god..,2016
fraud,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,2018
normal,What Today-sunday..sunday is holiday..so no work..,2016
normal,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",2019
normal,Ok lor. Msg me b4 u call.,2019
normal,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",2020
normal,Oh is it! Which brand?,2020
normal,You should get more chicken broth if you want ramen unless there's some I don't know about,2018
normal,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,2020
normal,"Jay wants to work out first, how's 4 sound?",2016
normal,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",2017
normal,Actually getting ready to leave the house.,2018
normal,You still around? Looking to pick up later,2017
normal,"Ha..ha… It is not always like that. We sometimes quibble about trivial things and quarrel with each other.243. Well, at least you still love each other.Tui: This conversation makes me feel homesick. See you in class, Andrew.",2016
normal,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),2020
normal,Oh ok wait 4 me there... My lect havent finish,2020
normal,Should i send you naughty pix? :),2017
normal,"hello, how are you. i am fine, what about you.",2017
normal,Gd luck 4 ur exams :-),2019
normal,Please sen :)my kind advice :-)please come here and try:-),2019
normal,Who's there say hi to our drugdealer,2018
normal,How r ü going to send it to me?,2017
fraud,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,2019
normal,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,2016
normal,Que pases un buen tiempo or something like that,2019
normal,"Hello! Actually, I gave a call regarding the network issues.",2019
normal,Happy new year. Hope you are having a good semester,2020
normal,Y ü wan to go there? C doctor?,2018
normal,Yes.he have good crickiting mind,2019
normal,In sch but neva mind u eat 1st lor..,2018
normal,If you ask her or she say any please message.,2018
normal,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",2018
fraud,"Hello yes brother, I am speaking Vimal, what are you doing? Hey, I wanted your ATM card, will you?",2018
normal,Love that holiday Monday feeling even if I have to go to the dentists in an hour,2016
normal,"I didnt get ur full msg..sometext is missing, send it again",2019
normal,He's just gonna worry for nothing. And he won't give you money its no use.,2018
fraud,Please CALL 08712402779 immediately as there is an urgent message waiting for you,2019
normal,because i want it to be your thing.,2016
normal,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",2019
normal,:-( sad puppy noise,2017
normal,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,2020
normal,Would you like plain water or bottled water?,2018
normal,Here these are! Any other book?,2016
normal,Smith waste da.i wanna gayle.,2016
normal,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,2020
normal,All right i will get on facebook in a couple minutes,2016
normal,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),2020
normal,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,2019
normal,Lol u still feeling sick?,2020
normal,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,2017
normal,Thank god they are in bed!,2020
normal,I might go 2 sch. Yar at e salon now v boring.,2018
fraud,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,2020
normal,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,2020
normal,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",2018
normal,I can’t wait for cornwall. Hope tonight isn’t too bad as well but it’s rock night shite. Anyway i’m going for a kip now have a good night. Speak to you soon.,2017
normal,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,2018
normal,Ok lor... Or u wan me go look 4 u?,2020
normal,Glad to see your reply.,2017
normal,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",2017
normal,I want to borrow some books. ,2019
normal,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",2016
normal,All right then.,2019
normal,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,2017
normal,I have lost the book that you gave me.,2016
normal,On ma way to school. Can you please send me ashley's number,2020
normal,Ummmmmaah Many many happy returns of the day my dear sweet heart.. HAPPY BIRTHDAY dear,2020
fraud,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",2018
normal,you predict what time you will finish buying?,2020
fraud,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",2019
normal,O was not into fps then.,2019
normal,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,2020
normal,And several to you sir.,2016
normal,"Sorry, I'll call later",2016
normal,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,2020
fraud,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",2019
normal,Hello which the site to download songs its urgent pls,2018
normal,"Sir, I am waiting for your mail.",2017
normal,Ok. But i finish at 6.,2019
normal,K come to nordstrom when you're done,2020
normal,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,2018
fraud,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,2020
normal,You should change your fb.,2016
normal,That one week leave i put know that time. Why.,2020
normal,I'm in class. Will holla later,2016
normal,Lol for real. She told my dad I have cancer,2019
normal,Not yet chikku..wat abt u?,2016
normal,Waiting for your call.,2017
normal,No:-)i got rumour that you going to buy apartment in chennai:-),2018
normal,"Sorry, I'll call later",2019
normal,", ow u dey.i paid 60,400thousad.i told  u would call . ",2018
normal,So u wan 2 come for our dinner tonight a not?,2019
normal,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,2016
normal,Am okay. Will soon be over. All the best,2017
normal,"Well, it sounds like fun, but actually I’ll be very busy on Saturday. ",2017
normal,Is avatar supposed to have subtoitles,2017
normal,Thanks love. But am i doing torch or bold.,2020
fraud,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,2020
normal,Ok. Not sure what time those as not sure if can get to library before class. Will try. See you at some point! Have good eve.,2016
normal,Oh wow thats gay. Will firmware update help,2019
normal,"life alle mone,eppolum oru pole allalo",2016
normal,"Sir, I would like to tell you that your issues will be resolved. Could I please know which handset you are using?",2017
normal,Okay... I booked all already... Including the one at bugis.,2020
normal,Great! So what attracts you to the brothas?,2019
normal,Wanna do some art?! :D,2017
normal,Nite...,2016
normal,"Sir, Waiting for your mail.",2018
normal,"Probably, want to pick up more?",2016
normal,1 in cbe. 2 in chennai.,2020
normal,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,2020
normal,What he said is not the matter. My mind saying some other matter is there.,2017
normal,Just finished eating. Got u a plate. NOT leftovers this time.,2017
normal,I hope you know I'm still mad at you.,2017
normal,Captain vijaykanth is doing comedy in captain tv..he is drunken :),2018
normal,hi baby im cruisin with my girl friend what are you up to? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx.,2018
normal,May i call You later Please.,2020
normal,"Sorry, I'll call later",2019
normal,Yes watching footie but worried we're going to blow it - Phil Neville?,2018
normal,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",2020
normal,Okay then. There are certain points you should keep in mind before facing any job interview.,2020
normal,"Sorry,in meeting I'll call later",2018
normal,We r outside already.,2018
normal,"Uncle G, just checking up on you. Do have a rewarding month",2018
normal,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,2018
normal,Ü still attending da talks?,2019
normal,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",2016
normal,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",2017
normal,Oh god i am happy to see your message after 3 days,2017
normal,Y bishan lei... I tot ü say lavender? ,2017
normal,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,2020
normal,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,2017
normal,Can I have a look at your phone?,2017
normal,If I die I want u to have all my stuffs.,2018
normal,Oh...i asked for fun. Haha...take care. ü,2018
normal,Take us out shopping and Mark will distract Isaiah.=D,2017
normal,Happy birthday... May u find ur prince charming soon n dun work too hard...,2018
normal,Love it! I want to flood that pretty pussy with cum...,2019
normal,You tell what happen don't behave like this to me. Ok no need to say,2018
normal,Sitting ard nothing to do lor. U leh busy w work?,2018
normal,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",2017
fraud,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",2020
normal,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,2017
normal,Where can download clear movies. Dvd copies.,2017
fraud,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,2019
normal,If I get there before you after your ten billion calls and texts so help me god,2017
fraud,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,2018
normal,I love u 2 my little pocy bell I am sorry but I love u,2019
normal,Yep. I do like the pink furniture tho.,2018
fraud,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,2020
normal,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),2017
normal,Yeah right! I'll bring my tape measure fri!,2021
normal,"Sorry, I'll call later in meeting",2021
normal,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? ",2022
normal,R u still working now?,2022
normal,Ü called dad oredi...,2021
normal,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",2022
normal,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,2021
fraud,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,2022
normal,"idc get over here, you are not weaseling your way out of this shit twice in a row",2023
normal,Ok...,2022
normal,Are you staying in town ?,2022
normal,Otherwise had part time job na-tuition..,2022
fraud,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",2021
normal,Sounds like something that someone testing me would sayy,2022
normal,Yes princess! I want to please you every night. Your wish is my command...,2022
fraud,"hello sir,i am from sbi bank,do you want a new credit card.give your aadhar and mobile number for issue a credit card.",2021
normal,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,2023
normal,Thank You meet you monday,2022
normal,No let me do the math. Your not good at it.,2023
normal,I really want to thank all my fans for their support.,2023
normal,Where's my boytoy? I miss you ... What happened?,2022
normal,Dear got bus directly to calicut,2022
normal,on hen night. Going with a swing,2023
normal,Mm have some kanji dont eat anything heavy ok,2023
normal,I tot u reach liao. He said t-shirt.,2023
normal,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,2023
normal,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),2022
normal,1's finish meeting call me.,2021
normal,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",2022
normal,Ok lor. I'm in town now lei.,2022
normal,I said its okay. Sorry,2023
normal,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",2021
fraud,"hello sir, you have won 10000 INR to get money please provide your bank account number",2022
normal,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,2023
normal,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,2021
normal,Lol its ok I didn't remember til last nite,2021
